ID,SMILES,dockscore
ZINC000376921958,CC(C)(O)CCNC(=O)N1CCC[C@H]1c1cccc(Cl)c1,-33.46
ZINC000411389356,CC(C)Cc1c[nH]c(C(=O)N2CCC(N(C)C)CC2)c1,-21.41
ZINC000346728000,O=C(NCCc1ccco1)c1cnc2c(F)cccc2c1,-34.81
ZINC000493795354,O=C(/C=C/c1cnccn1)NCCC1CC(F)(F)C1,-26.14
ZINC000294369648,CN1CCC[C@@]2(CCN(C(=O)[C@H]3CCO[C@@H]3c3ccncc3)C2)C1,-34.35
ZINC000159822312,CCNC(=O)NC(=O)CN1CCC[C@H]1c1cccc(C)n1,-37.97
ZINC000455181027,O=C(NC(CF)CF)N1CC[C@@H](Cc2ccc(F)cc2)C1,-27.9
ZINC000352882125,C/C=C\C[C@H](CO)NC(=O)Nc1ccnc(-c2ccccc2)c1,-38.9
ZINC000269823499,COc1cc(NC(=O)CNc2ncnc3c2cnn3C)cc(OC)c1,-41.58
ZINC000160250197,CC[C@@H](N[C@@H](CCO)CSC)c1ccc(OC)cc1,-15.4
ZINC000284933589,Cc1[nH]c2ccccc2c1C(=O)N1CCO[C@H]2CCN(C)C[C@H]21,-23.34
ZINC000346013326,CCCOc1cccnc1C(=O)NC[C@@H]1CCCCN1CC,-19.32
ZINC000345990671,CN(C)C(=O)Cn1ccc(NC(=O)C(=O)N2CCOC3(CCC3)C2)n1,-52.59
ZINC000289011487,COCc1n[nH]c([C@@H]2CCCCN2Cc2ncc(Cl)n2C)n1,-27.05
ZINC000330553249,Cc1ccc([C@H](C)[C@H](O)C(=O)N2CCC[C@H](OCCO)C2)cc1,-26.91
ZINC000495481713,COC(=O)N1CCC[C@@H]([C@H](C)NCC(=O)N(C)c2ccccc2)C1,-22.56
ZINC000041103822,C[C@H](Oc1ccc(Cl)c(Cl)c1)C(=O)NCC(F)(F)F,-36.45
ZINC000194526253,CN(C(=O)NCCOc1ccc2c(c1)OCO2)c1ccc(F)cc1,-38.19
ZINC000361428069,C[C@]1(O)CCN(CC(=O)Nc2ccnn2CC2CCCCC2)C1,-30.24
ZINC000339078357,COC(=O)[C@@H]1C[C@@H](OC)CCN1CCOCCC#N,-33.63
ZINC000560437151,CCOC(=O)c1cn(CCNC(=O)C2C[C@H](C)O[C@@H](C)C2)cn1,-33.84
ZINC000469616926,C[C@H]1COCC[C@@H]1C(=O)NCCCOc1ccc2ccccc2c1,-30.31
ZINC000454026164,CC(C)OC(=O)[C@H](C)NC(=O)C(=O)Nc1cc(Cl)cc(Cl)c1,-27.08
ZINC000420274591,C[C@@H]1CCN(c2ccnc(Cc3ccccc3)n2)C[C@@H]1CN,-27.64
ZINC000341538055,C[C@@H]1CN(C2CC2)C[C@H]1NC(=O)NCCCN1C[C@@H](C)O[C@@H](C)C1,-30.87
ZINC000346074847,CCN(CC)CCCNC(=O)N[C@@H](CO)c1cccc(Cl)c1F,-21.03
ZINC000452659066,Cc1nc2ccccc2n1CC(=O)N1CCC[C@@H]1[C@@H]1CCC[C@H]1O,-42.67
ZINC000265026576,CCOC[C@H](O)CN1CCO[C@@H](c2ccc(Cl)cc2)C1,-26.76
ZINC000152052175,CCOc1ccc(C(F)(F)F)cc1NCC1(CO)COC1,-31.76
ZINC000245615608,CCS(=O)(=O)c1ccc(CN[C@@H]2C[C@@H](C)N(C)C[C@H]2C)cc1,-29.22
ZINC000348030805,CCOC(=O)CCCS(=O)(=O)NCc1nccn1C(F)F,-19.05
ZINC000261672928,CN[C@@H](C)CNC(=O)[C@H](C)c1ccc(OC)cc1,-14.86
ZINC000357595409,COC(=O)CCC(C)(C)NC(=O)c1cc(-c2ccccc2)no1,-40.67
ZINC000152443868,COc1ccc(CC(=O)NCC(C)(C)c2cccc(OC)c2)cc1,-31.94
ZINC000497237289,CC(C)(C)OC(=O)NCC1(C(=O)Nc2ccc3cc[nH]c3n2)CC1,-41.79
ZINC000361414723,CC(C)N(CC(=O)N(Cc1ccccc1)[C@@H](C)C1CC1)[C@H]1CCOC1,-19.76
ZINC000051989302,O=C(N[C@H]1CCCC[C@@H]1O)c1ccccc1Br,-29.85
ZINC000000199393,COc1ccc(S(=O)(=O)Nc2nnc(C(C)C)s2)cc1,-51.86
ZINC000281023713,CCO[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H]2c2ccc(F)cc2)C12CCOCC2,-30.63
ZINC000359813788,C[C@@H]1Oc2ccccc2[C@@H]1NC(=O)N(C)C[C@H]1CCN(C)C1,-25.1
ZINC000429244886,CCCc1n[nH]c(=NC(=O)N[C@@H]2CCC[C@H]2CCO)s1,-25.93
ZINC000292812029,COC(=O)COc1cccc(NC(=O)NOCC2CC2)c1,-31.98
ZINC000268416821,CCNC(=O)c1ccc(N[C@@H]2CCC[C@@H]3OCC[C@@H]32)nc1,-36.13
ZINC000330451574,Cc1cnc(OC[C@@H]2CCC(F)(F)C2)c([N+](=O)[O-])c1,-34.94
ZINC000290311664,COc1ccc([C@H](OC)[C@H](C)NC(=O)[C@H]2CCN[C@@H]2C(C)C)cc1,-20.71
ZINC000346657808,O=C(Nc1ccc(OCc2noc(C3CC3)n2)cc1)c1ccncc1,-31.04
ZINC000519739208,CCCN1CCC(CNC(=O)Nc2cc([C@H]3CCCO3)nn2C)CC1,-24.84
ZINC000466738612,CCc1cccc(N(C#N)CC(=O)N2CCCC[C@H]2CC)c1,-35.41
ZINC000278500603,CC[C@H](C)Oc1ccc(NC(=O)C(=O)N[C@@H]2CCOC[C@H]2C)cc1,-24.61
ZINC000076048537,COc1ccc(Cl)cc1CN1CCO[C@@H](c2nc(C)n[nH]2)C1,-37.21
ZINC000341080933,CO[C@@H](CNC(=O)NCCS(=O)(=O)NC(C)C)C(C)C,-23.74
ZINC000298665793,CC(C)N(CC(N)=O)C(=O)Cc1csc2ccccc12,-32.33
ZINC000271685356,CC(C)[C@H]1C[C@@H](NC(=O)[C@H](C)NC(=O)c2cccs2)CCO1,-30.45
ZINC000337000472,CNC(=O)CNC(=O)c1cccc(N[C@@H](C)c2c(F)cccc2F)c1,-41.55
ZINC000361175656,C[C@H](C(=O)OC(C)(C)C)c1noc([C@H]2[C@@H]3CCCC[C@@H]32)n1,-35.24
ZINC000188264702,Cc1nccnc1[C@@H](C)NC[C@@H](O)CS(=O)(=O)c1cccs1,-37.5
ZINC000299500439,C[C@@H]1CCCN(CCNC(=O)NCc2ccccc2O)C1,-21.97
ZINC000281036644,COc1ccccc1-n1nccc1CN1CCN(C[C@H](C)O)[C@@H](C)C1,-31.3
ZINC000352713241,CCn1nncc1C(=O)Nc1ccc(OCC(=O)NC(N)=O)cc1C,-36.16
ZINC000423518645,CN1CCNC[C@@H]1CN[C@@H](c1ccc(F)cc1)c1cccnc1,-23.81
ZINC000003501698,COc1ccc(-n2nnnc2S[C@H](C)C#N)cc1,-39.34
ZINC000343182235,C[C@H](Cn1ncc2ccccc2c1=O)NC(=O)Cc1cnn(C)c1,-35.03
ZINC000495935087,CC[C@@H](NC(=O)CCCNC(=O)OC)[C@@H](O)C(C)C,-27.53
ZINC000375945659,CCCCn1ncc(C(=O)N2CCn3c(nnc3C(C)C)C2)c1CC,-34.12
ZINC000424994882,CNS(=O)(=O)NCC(=O)N1CCN(C(C)(C)COC)CC1,-26.33
ZINC000281735580,C[C@@H]1C[C@H](C)[C@H](C(=O)NCCc2ccc(Cl)nc2)O1,-27.99
ZINC000416666057,COCC1(S(=O)(=O)N2CCC[C@H]2C(=O)NCC(=O)OC)CC1,-6.92
ZINC000344228051,CCC(CC)[C@H](O)CNC(=O)N[C@@H]1CCCN(C)[C@@H]1C,-6.4
ZINC000187336622,CCOc1ccc(CNC(=O)N[C@@H]2C[C@H]3OCCC[C@H]23)cc1OC,-41.08
ZINC000339544189,C[C@H]1N(C(=O)NCCc2cnc(C3CC3)nc2)CCOC1(C)C,-31.65
ZINC000371558735,O=C(CSCc1cscn1)N1CC=C(c2cncc(F)c2)CC1,-32.41
ZINC000363390236,Cc1ccn2c(c1)ncc(C(=O)N[C@@H]1CCN(C3CCCC3)C1)c2=O,-29.12
ZINC000194821277,Cn1nccc1/C=C/C(=O)N[C@H]1CCCOc2ccccc21,-25.71
ZINC000375793129,Cc1cc(C)n([C@@H]2CCCN(Cc3cc(=O)n(C)c(=O)n3C)C2)n1,-34.86
ZINC000354767084,C[C@@H]1CC[C@H](CNC(=O)C(=O)N(C)CCCO)C1,-29.85
ZINC000343331297,Cc1cc(C)n([C@H](C)CC(=O)N2CC[C@H](C3CC3)C2)n1,-31.61
ZINC000345922867,CC[C@@H]1C(=O)NCCN1C(=O)[C@H]1[C@H](c2ccccc2)C1(F)F,-30.04
ZINC000337440403,CN(CC(N)=O)C[C@H]1CN(Cc2cn3cccnc3n2)CCO1,-42.5
ZINC000294827302,C[C@@H]1CCN(C(=O)c2c[nH]c(C#N)c2)[C@@H](CNC(=O)OC(C)(C)C)C1,-24.58
ZINC000328868234,Cn1cc([C@@H]2CCCCN2C(=O)c2ccncc2F)cn1,-33.1
ZINC000192016754,COC(=O)Cc1sc(NC(=O)[C@H](C)[C@H](C)N)nc1-c1ccccc1,-26.08
ZINC000092569439,CCNS(=O)(=O)[C@H]1CCN(C(=O)Cc2ccc3ccccc3c2)C1,-34.48
ZINC000450177249,C=CCC1(C(=O)NC[C@@H](O)C(F)F)CCCCC1,-25.58
ZINC000282355765,C=CCn1c(C(=O)N2CCCC2)nnc1N1C[C@@H](C)O[C@@H](CC)C1,-31.31
ZINC000107205810,CN1CCCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1,-20.2
ZINC000438912115,N#Cc1ccc(COc2cccc(-n3cnnn3)c2)c(Cl)c1,-36.27
ZINC000575843726,O=C(N[C@H]1CCC[C@H]1CO)c1ccc2cnccc2c1,-35.61
ZINC000329955243,COC1(C(=O)N(C)C[C@@H]2C[C@H](F)CN2c2nnc(C)o2)CCC1,-26.94
ZINC000135942279,CC#CCNC(=O)N[C@@H](CC)c1ccc2c(c1)OCCO2,-26.43
ZINC000283027645,Cc1nnc(N(C)C[C@@H](C)c2nccs2)n1C[C@@H]1CCCCO1,-44.34
ZINC000371343151,O=S(=O)(N[C@@H]1CCO[C@H]1C1CC1)c1ccc2c(c1)OCCO2,-27.08
ZINC000359280559,COCc1nc(C(=O)NC[C@@H](C)N2CCc3ccccc32)no1,-35.4
ZINC000283973983,Cc1ccc2nc(CN[C@H]3CCC[C@@H]3CCO)cn2c1,-13.14
ZINC000355715424,CCCc1cc(C(=O)N[C@H](CCOC)c2ccco2)ccn1,-34.11
ZINC000410775975,CC[C@@H]1Cc2ccccc2CN1C(=O)C(=O)N1CCO[C@H](C(N)=O)C1,-24.09
ZINC000109606441,N#Cc1cnn(-c2ccc(-c3nc(-c4cccc(F)c4)no3)cc2)c1N,-36.9
ZINC000376254474,CCCO[C@@H]1CCCN(C(=O)NCCS(=O)(=O)NC)CC1,-21.14
ZINC000492961771,COc1ccc(/C=C\C(=O)N[C@@H]2CCC[C@@H](CO)C2)cc1O,-32.69
ZINC000295489504,OC[C@]1(NCC2CC(F)(F)C2)CCCc2ccccc21,-10.11
ZINC000128247746,CC(C)c1noc(CCC(=O)N[C@@H](C)[C@@H]2COc3ccccc32)n1,-37.08
ZINC000567073535,CSC1(CNC(=O)N2CCOC[C@H]2C(=O)O)CCOCC1,-49.85
ZINC000334702878,Cc1nc(=NC(=O)N2CC3(CCC3)[C@H]2c2ccco2)o[nH]1,-36.56
ZINC000343961077,CC[C@@H]1CN(C(=O)N[C@H](C)[C@H]2CCCO2)C[C@@H](C)S1(=O)=O,-24.32
ZINC000360414322,C[C@@H]1CCCCN1S(=O)(=O)N1CCn2c(cc3ccccc32)C1,-32.04
ZINC000431245253,CCCn1c(CO)nnc1S[C@H]1CCCCNC1=O,-26.62
ZINC000529217750,Cc1ccccc1C[C@H](C)C(=O)N[C@@H](C)c1cc[nH]n1,-38.77
ZINC000412746952,CC[C@H](NC(=O)CN1CCc2ccccc21)[C@H](O)C(C)C,-24.56
ZINC000370697773,COc1ncnc(OC)c1C(=O)N1CCC[C@@H](OCC2CC2)C1,-29.71
ZINC000450442582,C[C@@H](CN(C)c1cccc(C#N)c1[N+](=O)[O-])c1nccs1,-34.23
ZINC000421229518,CC(C)[C@@H]1CCN1C(=O)C(=O)Nc1ccc2c(c1)C(=O)CCCC2,-36.87
ZINC000295273700,O=S(=O)(c1ccc(F)cc1F)N1C[C@@H](F)[C@@H](F)C1,-32.6
ZINC000352318636,Cc1ccc(Cl)cc1S(=O)(=O)N(C)CCNC(=O)N(C)C,-19.88
ZINC000512122086,C[C@H]1CCCC[C@H]1CCNC(=O)N1CCN(c2ncccn2)CC1,-41.56
ZINC000024301424,CCCCn1c(=O)[nH]nc1S[C@@H](C)C(=O)Nc1ccccc1CC,-36.83
ZINC000528204756,CCn1c2ccccc2nc(N2CCC(F)(F)C[C@@H]2C)c1=O,-23.91
ZINC000081638538,Cc1ccccc1CCNC(=O)CN1CCN(CCOC(C)C)CC1,-28.47
ZINC000276125492,CN(C)CCc1ccc(CNC(=O)N2CCC[C@H](O)C2)cc1,-29.52
ZINC000453311214,CCCOc1c(OC)cc(CCN[C@@H](C)c2ccnn2C)cc1OC,-12.18
ZINC000452755242,Cn1cc(Br)c(CNC(=O)[C@@H]2CC(=O)N(C)C2)n1,-30.76
ZINC000334424940,Cc1ccn2ncc(C(=O)N3[C@@H](C)CC[C@@H]3C)c2c1,-30.49
ZINC000411219834,CCN1CCC[C@@H]1CNC(=O)C[C@@H](c1ccc(O)cc1)C1CC1,-23.3
ZINC000246082847,C[C@H](CO)NC(=O)c1cc(S(=O)(=O)N2CCC[C@@H](C)C2)cn1C,-35.95
ZINC000351982151,Cc1cnccc1CCNC(=O)C(=O)NCc1ccnc2ccnn21,-37.52
ZINC000372383080,O=C(NCc1nnc2n1CCC[C@H]2C(F)(F)F)c1ccnc(O)c1,-44.49
ZINC000279972336,O=C(Nc1cc([C@@H]2CCCOC2)[nH]n1)c1ccc(F)nc1,-35.08
ZINC000107299659,C[C@@H]1CN(C[C@@H]2CCCN2CCNS(C)(=O)=O)C[C@@H](C)O1,-12.55
ZINC000422021585,Cc1nn(-c2ccc(C(=O)N3C[C@H](O)CC[C@H]3C)cc2)c(C)c1Cl,-52.11
ZINC000081546792,Cc1cc(Br)ccc1NCc1ccc(CO)o1,-30.03
ZINC000497228834,C[C@@H]1CCC[C@@]1(O)CNC(=O)C1(NC(=O)OC(C)(C)C)CCC1,-22.6
ZINC000507388355,COC(=O)c1ccc(S(=O)(=O)N[C@H]2CCC[C@H](C)C2)c(Cl)c1,-34.25
ZINC000335237569,O=C(NCC1(O)CCCCC1)N[C@@H]1CCCC[C@H]1F,-31.1
ZINC000378345867,C[C@@H]1C[C@@H](NC(=O)NCc2ccc(-n3ccnc3)nc2)CCO1,-37.39
ZINC000574454172,C[C@@H](N)C[C@@H](C)NC(=O)c1coc2ccc(F)cc21,-20.67
ZINC000276263994,CCOCCOCCN(C)Cc1ccc(OC(F)F)c(Cl)c1,-14.16
ZINC000291160097,CN(CC(=O)N1CC(C)(C)[C@@H]1C1CC1)C(=O)c1cccs1,-36.96
ZINC000073137787,NC(=O)NCc1cn(-c2ccccc2)nc1-c1ccc(F)cc1,-32.51
ZINC000540882991,C[C@H](CNC(=O)Cn1cnc2c1CCCC2)N1CCN(C)CC1,-18.82
ZINC000423864892,Cc1n[nH]c(C)c1[C@H]1CCCN1C(=O)c1ccc([C@@H](C)N)cc1,-22.61
ZINC000547525903,C[C@H](O)[C@H]1CCCN(C(=O)Nc2ccnn2C[C@@H]2CCOC2)C1,-33.42
ZINC000338488998,COC1(CN=c2[nH]c(C)c(S(N)(=O)=O)s2)CCCCC1,-34.4
ZINC000417023590,COC(=O)[C@H]1C[C@@H](NC(=O)Nc2ccnc(OC)n2)C1,-33.16
ZINC000378040537,O=C(NC1CCN(Cc2cnc(Cl)s2)CC1)c1ccoc1,-41.76
ZINC000288243102,CO[C@@H](C)CN(C)C(=O)C(=O)Nc1ccn(-c2ccncc2)n1,-36.82
ZINC000431989052,Cn1cccc1C(=O)N(CC(=O)O)Cc1ccc(F)c(F)c1,-58.3
ZINC000329714516,NS(=O)(=O)C[C@@H]1CCCN1/C(O)=N/Cc1noc2c1CCCC2,-35.31
ZINC000273187674,CCC[C@@H](C(=O)N1CCc2c(O)ncnc2C1)C(C)C,-24.71
ZINC000249362214,CC1(C)[C@H](NS(=O)(=O)NCC(F)(F)F)[C@H]2CCO[C@H]21,-47.81
ZINC000451450502,C[C@H]1[C@H](O)CCCN1CCc1cccc(Cl)c1Cl,-25.08
ZINC000450148514,O=C(C[C@@H]1C[C@H]2C=C[C@@H]1C2)N1CCOc2ccc(F)cc21,-30.52
ZINC000155707148,O=C(CCNC(=O)c1ccsc1)N1CCC(n2ccnn2)CC1,-40.98
ZINC000131461003,CCS[C@@H]1CC[C@@H](N(C)C(=O)C(=O)Nc2cnc(CC)nc2)C1,-40.02
ZINC000177317496,COC(=O)CCC(=O)N(C)[C@@H](C)c1ccc([S@](C)=O)cc1,-35.72
ZINC000532527238,CCCOc1ccc(C(=O)NC2(COC)CC2)cc1OCCC,-27.51
ZINC000473531171,C[C@@H](NC(=O)c1ccnc(N2CCCCC2)n1)[C@@H](C)c1ccccc1,-36.34
ZINC000342509900,Cc1cc(N2CCC[C@@H](NC(=O)C3CNC3)C2=O)n(C)n1,-25.47
ZINC000357553872,CC[C@H]1CC[C@@H](C)N1CC(=O)Nc1cccc(F)c1,-18.02
ZINC000169813490,Cn1ccnc1[C@H](NC(=O)c1cccc(O)c1)c1ccc(F)cc1,-26.47
ZINC000275095715,CCCC[C@H](COC)N[C@@H](C(=O)OC)c1ccc(OC)cc1,-24.15
ZINC000524529460,COCc1csc(NC(=O)c2cc([N+](=O)[O-])cn2C)n1,-41.81
ZINC000333567885,Cc1nc(C)c(NC(=O)N[C@H](C2CC2)C2CCC2)s1,-25.08
ZINC000484512934,CC(C)[C@@H]1CCCC[C@H]1NCCN=c1cncc[nH]1,-16.98
ZINC000357833125,CC(C)(C)OC(=O)[C@H]1CC[C@@H](C(=O)Nc2cc(F)c(F)c(F)c2)O1,-30.18
ZINC000341885806,CS(=O)(=O)c1cccc(Cl)c1C(=O)Nc1ncccc1O,-30.75
ZINC000339815276,O=C(N[C@@H]1CCOc2c(F)cccc21)c1cncc(O)c1,-44.59
ZINC000375925937,CC1CCC(O)(CN2CCC[C@H](N3CCCS3(=O)=O)C2)CC1,-18.13
ZINC000341272971,CC(=O)NC[C@@H]1CCN(C(=O)c2n[nH]c3ccc([N+](=O)[O-])cc32)C1,-33.88
ZINC000284789258,C[C@@H](NC(=O)C(=O)N1CC[C@H](C(=O)OC(C)(C)C)C1)c1ccccn1,-31.14
ZINC000342795676,CC(=O)N[C@@H](C)C1CCN(Cc2ncc(C)n2C)CC1,-38.6
ZINC000191721922,CO[C@H]1CC[C@H](NC(=O)C(=O)c2c(C)nn(-c3ccccc3)c2C)C1,-26.98
ZINC000279926556,O=C(NC[C@@H]1CCSC1)N[C@H](c1ccccc1)C1CC1,-34.89
ZINC000334644411,CC(C)[C@H]1CN(C(=O)c2cnn(C)c2C2CC2)CCN1C,-42.39
ZINC000173722915,CC[C@H](C)C[C@@H](C)NS(=O)(=O)Cc1ccc(C(=O)OC)cc1,-31.57
ZINC000354337633,Cc1nc2ccc(NC(=O)C(=O)N3C[C@H]4CCC[C@@H]43)cn2n1,-37.08
ZINC000190927758,CC(C)c1nc(CCNCc2cn(C(C)(C)C)nn2)cs1,-41.66
ZINC000355431640,COC(=O)c1cc(F)cc(NC(=O)Cc2c(F)cccc2C#N)c1F,-46.14
ZINC000120054431,COC(=O)C1(NC(=O)c2cnc(-c3ccccc3)nc2C)CC1,-38.52
ZINC000408189816,O=C(NC[C@@H]1CCCCS1)NCC1(O)CCCCC1,-31.0
ZINC000334308333,C[C@H]1N(C(=O)[C@H]2CCCCO2)CCC12CCOCC2,-19.67
ZINC000446134946,O=C1Cc2cc(-c3csc([C@H]4COCCN4)n3)cc3c2N1CCC3,-29.0
ZINC000186363587,CN1CCN(c2ccc(NC(=O)c3cccc(F)c3C#N)cn2)CC1,-31.77
ZINC000376414703,CC(=O)NC1CN(C(=O)N[C@H]2CCCN(c3ccc(C)nn3)C2)C1,-28.62
ZINC000486491676,CCC(CC)(CNC(=O)N(C)Cc1ccc(F)cc1C)C(=O)OC,-33.72
ZINC000425064517,CCCC(C)(C)CC(=O)Nc1ccc(COCCO)cc1,-27.93
ZINC000346804206,Cc1ccc(C[C@@H](NCc2cnc(C)nc2O)C(C)C)cc1,-17.99
ZINC000565693038,COC(C)(C)CN(C)C(=O)Cc1ccccc1C(N)=O,-26.03
ZINC000291752660,CCN(C[C@@H](C)OC)C(=O)Nc1cccnc1N1CCCC1,-24.1
ZINC000451014683,CCOC(=O)C1CCC(S[C@@H]2CCCNC2=O)CC1,-40.95
ZINC000450161378,Cc1cc(C[C@H](C)NC(=O)c2cn(CC(C)C)nc2C(F)F)n[nH]1,-37.29
ZINC000414292078,CCO[C@@H]1C[C@H](N[C@@H]2CCCC[C@H]2F)C12CCC2,-11.02
ZINC000194411952,COc1c(C)ccc(NC(=O)[C@H](C)OC[C@@H]2CCCCO2)c1C,-28.8
ZINC000332282296,Cc1ccc2c(c1)[C@@H](NCC1(O)CCS(=O)(=O)CC1)CC2,-28.23
ZINC000110492135,CCCC(=O)NCCS(=O)(=O)NC[C@@H]1CCCCO1,-28.15
ZINC000271302800,CC[C@H](c1ccc(F)cc1)N(C)CCc1cnccn1,-23.43
ZINC000293666242,COC(=O)COc1ccccc1[C@H](C)NC1(C(C)C)CC1,-9.11
ZINC000435047538,CNC(=O)COc1cccc(CC(=O)N(C)CC(=O)NC(C)(C)C)c1,-30.19
ZINC000413956076,C[C@H]1C[C@H](NC(=O)CN=c2ccc(C#N)c[nH]2)CS1,-32.56
ZINC000270927006,C[C@@H]1OCC[C@@H]1NC(=O)[C@H]1CC(=O)Nc2ccccc21,-35.76
ZINC000341849492,Cc1ccc(Br)c(NC(=O)N2CCn3ccnc3C2)c1,-29.99
ZINC000448829555,CO[C@@H](Cc1ccccc1)C(=O)NCCCc1nc(C(C)C)no1,-41.03
ZINC000193972553,O=C(NCc1ccc(OC2CCCCC2)cc1)[C@H]1CCCCC(=O)N1,-38.73
ZINC000227982088,C[C@@H]1OCC[C@@]1(O)CNCc1ccc(Cl)c(F)c1,-10.38
ZINC000265255742,COC(=O)[C@H](C)CS[C@H](C(=O)NC(N)=O)C(C)C,-32.01
ZINC000180054947,CC[C@@H]1C[C@H](C(=O)NCc2ccc(N(CC)CC)nc2)CCO1,-37.44
ZINC000301251184,Cc1ccnc(NCCNC(C)(C)C)c1[N+](=O)[O-],-15.21
ZINC000449750781,C[C@H](CC(=O)N[C@@H]1CCNC1(C)C)[C@@H]1CCCNC1,-5.69
ZINC000351911634,C[C@](O)(CNC(=O)Nc1ccc(F)c(C#N)c1)C1CC1,-36.89
ZINC000356815860,CSCCCCCNC(=O)COC1CCC(C)CC1,-23.36
ZINC000496871243,CN(C)C(=O)O[C@H]1CCCN(C(=O)Nc2nc3n(n2)CCCC3)C1,-30.28
ZINC000564973177,Cc1ccc(S(=O)(=O)Nc2nnc(C3CC3)s2)c2cccnc12,-53.29
ZINC000343959762,CC(C)CSCCCNC(=O)NCCCC#N,-31.73
ZINC000529855098,CCO[C@@]1(C)C[C@H]1NC(=O)CCC(=O)c1ccc(OC)c(F)c1,-31.64
ZINC000335487720,Cc1ccc(O)c(NC(=O)c2cnn3c2C[C@H](C)CC3)c1,-28.84
ZINC000282078574,Cn1cc(Cl)cc1C(=O)N1CC[C@@H]2COC(=O)N[C@H]2C1,-37.47
ZINC000457825844,CC(C)(C)CCNC(=O)N1CCC[C@@H](n2cc(CO)nn2)C1,-38.89
ZINC000429302886,COC1CCC(CNC(=O)N(C)C[C@@H]2CCCCO2)CC1,-30.86
ZINC000341521560,CC1CCN(CCCCNc2ccnc(C#N)c2)CC1,-23.72
ZINC000530906150,O=C(c1nccc2ccccc21)N1CCN2C(=O)NC(=O)[C@@H]2C1,-31.15
ZINC000363266934,Cc1c[nH]nc1NC(=O)[C@H]1COCCN1C(=O)OC(C)(C)C,-26.1
ZINC000455497938,CCN1CCN(C(=O)N[C@H](C)[C@H](OC)C2CC2)[C@H](C)C1=O,-24.16
ZINC000191973030,C=CCN(CCOC)C(=O)c1cc(-c2ccc(OC)cc2)n[nH]1,-41.83
ZINC000519582066,C/C=C\C[C@@H](NC(=O)NCC1(Cc2ccccc2)CCC1)C(=O)O,-47.38
ZINC000353823181,CN(CC(N)=O)C(=O)C(=O)Nc1cccc(CN2CCN(C)CC2)c1,-41.64
ZINC000566159592,CO[C@H](CNC(=O)N1CCOC[C@H]1C1CCC1)CC(C)C,-29.2
ZINC000492893165,O=C(/C=C/c1ccc(OC(F)F)cc1)NCCCOC(F)F,-29.48
ZINC000373786474,Cc1nc([C@@H]2CCCN2C(=O)c2cc(Br)nn2C)no1,-33.29
ZINC000434348731,O=C(NCCOCC(F)(F)C(F)F)NC[C@H]1CCCO1,-27.57
ZINC000354264869,O=C(N[C@H](CO)c1ccsc1)c1ccccc1OCC1CC1,-43.08
ZINC000151376940,Cc1ccccc1[C@H]1C[C@@H]1C(=O)NC1CCN(CC(F)(F)F)CC1,-29.81
ZINC000493084275,Cc1cc(C)cc(/C=C\C(=O)NCCc2cnc(C)cn2)c1,-26.75
ZINC000329999008,C[C@@H]1CN(/C(O)=N/[C@@H]2CCCn3ncnc32)C[C@]2(CCOC2)O1,-29.82
ZINC000012854730,Cc1cc2n(n1)c(=O)cc(C)n2C[C@@H](O)COc1ccccc1F,-43.4
ZINC000493387423,N#Cc1cc(NC(=O)/C=C\[C@@H]2CCOC2)ccc1OCC(F)(F)F,-38.89
ZINC000349341923,C/C=C\C[C@H](CO)N[C@@H]1CN(Cc2ccccc2)C[C@H]1C,-18.87
ZINC000344068127,C[C@H]1CN(C)C[C@@H]1NCCCc1nc2c(s1)CCCC2,-15.29
ZINC000343122410,CCOC(=O)c1sc([C@H](C)NC(=O)N[C@H]2CCO[C@@H]2C)nc1C,-28.14
ZINC000427406893,Cc1nnc(-c2cccc(NCc3cccc(F)c3C#N)c2)n1C,-46.74
ZINC000340179687,COCc1ccccc1CNC(=O)C(=O)N[C@@H]1CCCC[C@H]1C(C)C,-26.27
ZINC000267069793,CSc1ccc(NC(=O)N[C@H](C)[C@H](C)CO)cc1Cl,-29.53
ZINC000069264013,Cc1nn(C)cc1[C@@H](C)NC(=O)NCc1ccc(N2CCCC2)nc1,-30.3
ZINC000350300653,Cc1oncc1NS(=O)(=O)c1ccc(F)c(Br)c1,-46.13
ZINC000496055910,COC(=O)NCCCC(=O)Nc1nc(N2CCNCC2)n[nH]1,-23.4
ZINC000039956998,O=C(O)[C@@H](Cc1cccc(Cl)c1)NC(=O)OCc1ccccc1,-68.1
ZINC000154999103,Cn1cc(CC(=O)N2CCN(C3CCCCC3)CC2)cn1,-28.37
ZINC000304735725,C[C@]1(CO)CCC[C@H]1NC(=O)C(=O)Nc1ccc(F)c(F)c1,-29.81
ZINC000187489291,CCOC(=O)CN(C(=O)c1cccc(NC(=O)CC)c1)C(C)(C)C,-38.63
ZINC000081800682,CCC[C@@H](CCO)CNC(=O)c1ccc(CNC(C)=O)s1,-32.92
ZINC000341410868,Fc1ccc([C@@H]2OCC[C@H]2NC2CCN(CC(F)F)CC2)cc1F,-21.43
ZINC000275947495,Cc1cc(N2CCC(NC(=O)[C@H]3CCC(=O)C[C@@H]3C)CC2)[nH]n1,-27.51
